,Código da Rede,Rede,Código da Etapa,Etapa,Código da GRE,GRE,Código do Município,Município,Código da Escola,Escola,Edição,Proficiência Média,Desvio Padrão,Padrão de Desempenho,Elementar I,Elementar II,Básico,Desejável,Estudantes Previstos,Estudantes Efetivos,Percentual de Participação
1889,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006570,ESCOLA MUNICIPAL DELVINO RODRIGUES,2010,165.2,"66,5",Elementar II,"33,3","33,3","0,0","33,3",5,3,"60,0"
1890,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006588,ESCOLA MUNICIPAL DIONISIO ALVES FEITOSA,2010,179.4,"31,0",Elementar II,"37,5","25,0","37,5","0,0",10,8,"80,0"
1891,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006600,GRUPO ESCOLAR DR ULISSES GUIMARAES,2010,211.4,"48,6",Básico,"4,8","19,0","47,6","28,6",34,21,"61,8"
1892,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006626,ESCOLA MUL FELICIANO PRIMO DE ALENCAR,2010,166.2,"49,1",Elementar II,"40,0","20,0","20,0","20,0",6,5,"83,3"
1893,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006634,ESCOLA MUL FELIX PEREIRA,2010,183.3,"18,5",Elementar II,"0,0","75,0","25,0","0,0",5,4,"80,0"
1894,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006669,ESCOLA MUNICIPAL HELENA BARRETO ALENCAR,2010,137.8,"13,8",Elementar I,"87,5","12,5","0,0","0,0",8,8,"100,0"
1895,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006677,ESCOLA MUNICIPAL HILDEBRANDO COELHO,2010,149.5,"42,7",Elementar I,"66,7","0,0","33,3","0,0",5,3,"60,0"
1896,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006723,ESCOLA MUL JOAQUIM GONCALVES DA SILVA,2010,193.6,"47,2",Básico,"23,1","23,1","23,1","30,8",18,13,"72,2"
1897,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006790,ESCOLA MUNICIPAL JOSE IZIDIO LOPES,2010,156.1,"34,2",Elementar II,"57,1","14,3","28,6","0,0",9,7,"77,8"
1898,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006820,ESCOLA MUL JUBELINO VIEIRA DE MATOS,2010,168.2,"43,7",Elementar II,"41,7","25,0","25,0","8,3",15,12,"80,0"
1899,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006855,ESCOLA MUNICIPAL MARIANO TEIXEIRA,2010,243.2,"41,7",Desejável,"0,0","0,0","50,0","50,0",5,4,"80,0"
1900,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006871,ESCOLA MUNICIPAL SANTO ANTONIO,2010,152.0,"14,6",Elementar II,"50,0","50,0","0,0","0,0",5,2,"40,0"
1901,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006928,ESCOLA MUNICIPAL TEODORO FELIX,2010,157.7,"38,8",Elementar II,"46,2","23,1","30,8","0,0",14,13,"92,9"
1902,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006979,ESCOLA MUNICIPAL SANTA MARIA II,2010,139.1,"25,2",Elementar I,"66,7","33,3","0,0","0,0",9,6,"66,7"
1903,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006995,ESCOLA MUNICIPAL SAO LUIZ,2010,167.6,"32,1",Elementar II,"27,3","45,5","18,2","9,1",12,11,"91,7"
1904,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007029,GINASIO MUNICIPAL ALTINA MARIA DE ALMEIDA,2010,149.5,"28,3",Elementar I,"53,7","39,0","4,9","2,4",48,41,"85,4"
1905,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007037,GINASIO MUNICIPAL SAO PEDRO,2010,171.6,"37,7",Elementar II,"28,2","41,0","20,5","10,3",79,39,"49,4"
1906,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007045,GRUPO ESCOLAR PEDRO TELES DE OLIVEIRA,2010,155.4,"27,0",Elementar II,"47,1","29,4","23,5","0,0",17,17,"100,0"
1907,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007061,GRUPO ESCOLAR BALBINA GOMES FERREIRA,2010,165.7,"9,9",Elementar II,"0,0","100,0","0,0","0,0",6,3,"50,0"
1908,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007088,GRUPO ESCOLAR ELVIRA NOBRE DA PAIXAO,2010,174.5,"55,1",Elementar II,"50,0","0,0","16,7","33,3",6,6,"100,0"
1909,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007096,GRUPO ESCOLAR FELIPE BERNARDO,2010,177.3,"36,8",Elementar II,"40,0","20,0","40,0","0,0",6,5,"83,3"
1910,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007126,ESCOLA MUL ANTONIO PEREIRA DE SOUZA,2010,132.1,"23,0",Elementar I,"80,0","20,0","0,0","0,0",7,5,"71,4"
1911,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007134,ESCOLA MUNICIPAL MARIANO MENDES DA COSTA,2010,166.7,"44,9",Elementar II,"50,0","16,7","0,0","33,3",8,6,"75,0"
1912,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007142,ESCOLA MUNICIPAL PE PEDRO MODESTO FERRAZ,2010,127.6,"20,1",Elementar I,"100,0","0,0","0,0","0,0",10,5,"50,0"
1913,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007150,ESCOLA MUNICIPAL TOME LOPES,2010,186.3,"27,5",Básico,"22,2","11,1","55,6","11,1",9,9,"100,0"
1914,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007320,GRUPO ESCOLAR JOSE NICOLAU DE SOUZA,2010,156.0,-,Elementar II,"0,0","100,0","0,0","0,0",9,1,"11,1"
1915,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007541,ESCOLA MUL NOSSA SENHORA DA ROSA MISTICA,2010,148.1,"30,1",Elementar I,"66,7","22,2","11,1","0,0",9,9,"100,0"
1916,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26132943,ESCOLA MUL SEBASTIAO CORREIA DA SILVA,2010,224.0,"24,8",Desejável,"0,0","0,0","60,0","40,0",8,5,"62,5"
1917,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26132955,ESCOLA MUNICIPAL DO BARREIRO,2010,144.1,"20,2",Elementar I,"69,2","30,8","0,0","0,0",15,13,"86,7"
1918,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26142902,ESCOLA MUNICIPAL ANISIO COELHO,2010,162.3,"37,1",Elementar II,"41,7","27,8","22,2","8,3",61,36,"59,0"
1919,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26143569,COLEGIO DOUTOR JOSE CORIOLANO SOBRINHO,2010,167.1,"33,6",Elementar II,"26,2","50,0","14,3","9,5",63,42,"66,7"
1920,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26152096,ESC MUL GALDENCIO ALVES,2010,170.7,"37,1",Elementar II,"24,0","44,0","24,0","8,0",25,25,"100,0"
1921,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26152100,ESC MUL MOYSES MENDES DA COSTA,2010,167.3,"35,3",Elementar II,"41,0","28,2","20,5","10,3",66,39,"59,1"
1922,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26005263,ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS,2010,129.4,"17,2",Elementar I,"75,0","25,0","0,0","0,0",8,8,"100,0"
1923,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26005743,ESC MUL HONORATO DE SOUZA MENDES,2010,177.6,"33,1",Elementar II,"21,4","35,7","32,1","10,7",30,28,"93,3"
1924,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26006006,GRUPO ESC BENEVIDES PIMENTEL DE ALENCAR,2010,250.9,"15,4",Desejável,"0,0","0,0","0,0","100,0",6,6,"100,0"
1925,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26006120,GRUPO ESCOLAR DO SITIO SAO BRAZ,2010,217.9,"33,2",Básico,"0,0","16,7","33,3","50,0",6,6,"100,0"
1926,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007550,ESCOLA MUNICIPAL AMANCIO DE OLIVEIRA,2010,184.1,"4,9",Elementar II,"0,0","40,0","60,0","0,0",5,5,"100,0"
1927,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007584,ESCOLA MUNICIPAL RAIMUNDO DA COSTA LIMA,2010,200.5,"33,3",Básico,"0,0","28,6","42,9","28,6",7,7,"100,0"
1928,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007630,ESCOLA MUL ANSELMO CORDEIRO GUIMARAES,2010,172.3,"35,1",Elementar II,"26,9","36,5","26,9","9,6",54,52,"96,3"
1929,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007681,ESCOLA MUL JOAO TIBURCIO DA SILVEIRA,2010,163.7,"41,7",Elementar II,"42,1","31,6","10,5","15,8",19,19,"100,0"
1930,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007690,ESCOLA MUNICIPAL SERAFIM GOMES DE SOUZA,2010,204.1,"46,9",Básico,"16,7","0,0","50,0","33,3",6,6,"100,0"
1931,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007797,GRUPO ESCOLAR ANTONIO FLORESTA,2010,159.2,"21,2",Elementar II,"27,3","54,5","18,2","0,0",11,11,"100,0"
1932,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007800,GRUP0 ESCOLAR CLAUDEMIRO ALVES GUIMARAES,2010,148.0,"37,0",Elementar I,"54,5","31,8","9,1","4,5",22,22,"100,0"
1933,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007819,GRUPO ESCOLAR DR SERGIO FIGUEIREDO,2010,163.7,"32,7",Elementar II,"37,1","40,0","15,2","7,6",122,105,"86,1"
1934,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007843,GRUPO ESCOLAR FRANCISCO JOSE RODRIGUES,2010,198.9,"40,2",Básico,"14,3","14,3","42,9","28,6",7,7,"100,0"
1935,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007851,GRUPO ESCOLAR JOAO XXIII,2010,191.4,"37,8",Básico,"0,0","50,0","37,5","12,5",8,8,"100,0"
1936,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007886,GRUPO ESCOLAR JOSE SOARES GUIMARAES,2010,166.7,"25,7",Elementar II,"37,5","37,5","12,5","12,5",9,8,"88,9"
1937,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007916,GRUPO ESC MARTINIANO ANTONIO DE SOUZA,2010,182.5,"60,3",Elementar II,"50,0","0,0","33,3","16,7",7,6,"85,7"
1938,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007940,GRUPO ESCOLAR ALEXANDRE GOMES FARIAS,2010,174.4,"71,0",Elementar II,"33,3","16,7","33,3","16,7",6,6,"100,0"
1939,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007959,GRUPO ESCOLAR ALICE PEREIRA BARBOSA,2010,182.0,"28,5",Elementar II,"12,5","25,0","50,0","12,5",8,8,"100,0"
1940,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007967,GRUPO ESCOLAR CRISPINIANO TORRES,2010,199.9,"16,3",Básico,"0,0","28,6","71,4","0,0",8,7,"87,5"
1941,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26005158,ESCOLA MUL RAIMUNDO LOPES DE MACEDO,2010,156.9,"19,0",Elementar II,"45,5","45,5","9,1","0,0",11,11,"100,0"
1942,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26006103,ESCOLA MUL JOAO ALVES DE SOUZA,2010,144.1,"28,0",Elementar I,"50,0","50,0","0,0","0,0",17,14,"82,4"
1943,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26006618,ESCOLA MUL ELESBAO DELMONDES TEIXEIRA,2010,135.7,"22,4",Elementar I,"63,6","36,4","0,0","0,0",12,11,"91,7"
1944,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26006863,ESCOLA MUNICIPAL PEDRO RODRIGUES,2010,154.1,"29,8",Elementar II,"44,4","33,3","22,2","0,0",9,9,"100,0"
1945,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007177,ESCOLA MUNICIPAL JOSE MARCAL,2010,161.9,"29,4",Elementar II,"28,6","42,9","28,6","0,0",7,7,"100,0"
1946,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007207,ESC MUNICIPAL GERALDO GOMES DOS SANTOS,2010,145.4,"20,8",Elementar I,"58,3","33,3","8,3","0,0",12,12,"100,0"
1947,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007215,ESCOLA MUNICIPAL SAO FRANCISCO III,2010,146.5,"30,7",Elementar I,"54,5","27,3","18,2","0,0",11,11,"100,0"
1948,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007231,ESCOLA MUNICIPAL SETE DE SETEMBRO,2010,168.0,"29,9",Elementar II,"28,6","42,9","14,3","14,3",7,7,"100,0"
1949,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007240,ESCOLA MUNICIPAL SANTO AMARO,2010,137.6,"20,6",Elementar I,"75,0","25,0","0,0","0,0",8,8,"100,0"
1950,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007282,ESCOLA MUNICIPAL FREI DAMIAO,2010,151.3,"17,9",Elementar II,"42,9","57,1","0,0","0,0",7,7,"100,0"
1951,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007290,ESC MUN FRANCISCO LOPES DE SOUZA,2010,148.3,"19,7",Elementar I,"42,9","57,1","0,0","0,0",21,7,"33,3"
1952,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007312,ESCOLA MUNICIPAL JOSE CORIOLANO DA MATA,2010,146.0,"42,9",Elementar I,"66,7","16,7","0,0","16,7",7,6,"85,7"
1953,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007339,ESCOLA MUL JOSE BERNADINO FILHO,2010,161.2,"31,1",Elementar II,"35,0","40,0","25,0","0,0",20,20,"100,0"
1954,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007380,ESCOLA MUNICIPAL NOSSA SENHORA DOS REMEDIOS,2010,152.6,"29,4",Elementar II,"51,9","33,3","14,8","0,0",39,27,"69,2"
1955,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007436,ESCOLA MUNICIPAL JOSE PERPEDIANO DE MELO,2010,169.0,"36,0",Elementar II,"31,3","37,5","25,0","6,3",16,16,"100,0"
1956,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007444,ESCOLA MUNICIPAL MANOEL VIRGULINO DA LUZ,2010,146.4,"24,1",Elementar I,"70,0","30,0","0,0","0,0",10,10,"100,0"
1957,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007452,ESCOLA MUNICIPAL GERSON RODRIGUES COELHO,2010,144.9,"32,4",Elementar I,"64,1","23,1","10,3","2,6",46,39,"84,8"
1958,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007460,ESCOLA MUNICIPAL RAIMUNDO LOPES CAMARA,2010,143.4,"29,0",Elementar I,"57,1","35,7","7,1","0,0",18,14,"77,8"
1959,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007487,ESC MUNICIPAL ANTONIO SECUNDINO DA SILVA,2010,158.5,"32,3",Elementar II,"40,7","40,7","14,8","3,7",30,27,"90,0"
1960,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007703,ESCOLA MUNICIPAL ADELINO ADAO DE SOUZA,2010,129.4,"17,3",Elementar I,"100,0","0,0","0,0","0,0",7,6,"85,7"
1961,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007762,GRUPO ESCOLAR EUTIMIO FERNANDES BENICIO,2010,184.7,"31,7",Elementar II,"25,0","0,0","75,0","0,0",5,4,"80,0"
1962,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007908,GRUPO ESCOLAR MANOEL ADAO DE SOUZA,2010,156.9,"24,5",Elementar II,"33,3","66,7","0,0","0,0",6,6,"100,0"
1963,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26154676,ESCOLA MUL ROQUE PEREIRA DE AMORIM,2010,153.0,"16,7",Elementar II,"50,0","50,0","0,0","0,0",5,4,"80,0"
1964,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26159546,ESCOLA MUNICIPAL ELOIA MARIA DOS HUMILDES,2010,181.8,"37,9",Elementar II,"20,0","40,0","20,0","20,0",5,5,"100,0"
1965,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008564,ESCOLA MUNICIPAL ALICE LINS DE AQUINO,2010,194.8,"40,0",Básico,"15,3","24,3","36,0","24,3",126,111,"88,1"
1966,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008572,ESCOLA MUNICIPAL ANTONIO OLEGARIO,2010,158.7,"27,4",Elementar II,"33,3","44,4","22,2","0,0",9,9,"100,0"
1967,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008599,ESCOLA MUNICIPAL BELARMINO JOSE DA SILVA,2010,151.2,"29,9",Elementar II,"58,8","23,5","17,6","0,0",18,17,"94,4"
1968,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008661,ESCOLA MUNICIPAL JOAO PEDRO DA SILVA,2010,177.5,"45,1",Elementar II,"28,6","32,1","21,4","17,9",29,28,"96,6"
1969,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008696,ESCOLA MUNICIPAL JOSE CANDIDO,2010,161.3,"27,2",Elementar II,"20,0","60,0","20,0","0,0",6,5,"83,3"
1970,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008734,ESCOLA MUNICIPAL NOSSA SRA DO SOCORRO,2010,176.3,"30,3",Elementar II,"22,2","40,7","25,9","11,1",28,27,"96,4"
1971,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008769,ESCOLA MUNICIPAL PEDRO LEITE MONTEIRO,2010,184.9,"23,2",Elementar II,"9,5","33,3","47,6","9,5",22,21,"95,5"
1972,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008815,ESCOLA MUNICIPAL SAO SEBASTIAO,2010,167.8,"28,1",Elementar II,"28,6","42,9","28,6","0,0",41,35,"85,4"
1973,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008858,ESCOLA MUNICIPAL SANTO ANTONIO,2010,153.3,"22,6",Elementar II,"37,5","62,5","0,0","0,0",8,8,"100,0"
1974,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008866,ESCOLA MUNICIPAL VEREADOR JOSE AZARIAS,2010,176.2,"38,6",Elementar II,"28,6","36,7","16,3","18,4",58,49,"84,5"
1975,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008939,ESCOLA MUNICIPAL GIL NEI LINS DE ALENCAR,2010,163.3,"29,5",Elementar II,"33,8","40,8","22,5","2,8",77,71,"92,2"
1976,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008955,ESCOLA MUL HORMEZINDA LEONEL DE ALENCAR,2010,180.1,"37,8",Elementar II,"22,0","30,0","32,0","16,0",50,50,"100,0"
1977,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008963,ESCOLA MUL JOAO OTAVIO DO NASCIMENTO,2010,171.4,"21,4",Elementar II,"8,3","75,0","16,7","0,0",14,12,"85,7"
1978,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008998,ESCOLA MUNICIPAL LUDUGERO AZARIAS,2010,127.3,"18,1",Elementar I,"83,3","16,7","0,0","0,0",7,6,"85,7"
1979,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26009005,ESCOLA MUNICIPAL OSVALDO CRUZ,2010,174.6,"39,3",Elementar II,"28,8","32,2","25,4","13,6",129,118,"91,5"
1980,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26132625,ESCOLA MUNICIPAL DOMINGOS SAVIO,2010,153.8,"44,9",Elementar II,"50,0","40,0","0,0","10,0",10,10,"100,0"
1981,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,114,SERTAO DO MOXOTO IPANEMA(ARCOVERDE),2601201,ARCOVERDE,26024810,ESCOLA ANTONIO COSTA LEITAO,2010,199.0,"44,7",Básico,"11,9","40,5","16,7","31,0",51,42,"82,4"
1982,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,114,SERTAO DO MOXOTO IPANEMA(ARCOVERDE),2601201,ARCOVERDE,26024934,ESCOLA MUNICIPAL ADALGIZA CAVALCANTI DE BARROS CORREIA,2010,163.0,"32,5",Elementar II,"36,7","43,3","16,7","3,3",41,30,"73,2"
